,eng,mani
1149,have they not considered how many generations we destroyed before them we had established them on earth more firmly than we established you and we sent the clouds pouring down abundant rain on them and we made rivers flow beneath them but we destroyed them for their sins and established other civilizations after them,ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯃꯥꯡꯍꯟ ꯇꯥꯀꯍꯅꯈꯤꯕꯥ ꯃꯤꯔꯣꯜ ꯀꯌꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯅꯈꯣꯌꯕꯨ ꯂꯤꯡꯈꯠꯈꯤꯕꯗꯒꯤ ꯍꯦꯟꯅꯥ ꯆꯦꯠꯅꯥ ꯄ꯭ꯔ꯭ꯏꯊꯤꯕꯤꯗꯥ ꯂꯤꯡꯈꯠꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯃꯊꯛꯇꯥ ꯅꯣꯡ ꯀꯟꯅꯥ ꯆꯨꯔꯕꯥ ꯅꯣꯡꯂꯩ ꯅꯨꯡꯁꯤꯠ ꯊꯥꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯃꯈꯥꯗꯥ ꯇꯨꯔꯦꯂꯁꯤꯡ ꯆꯦꯟꯊꯈꯤ ꯑꯗꯨꯕꯨ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯄꯥꯄꯀꯤꯗꯃꯛ ꯃꯈꯣꯌꯕꯨ ꯃꯥꯡꯍꯅꯈꯤ ꯑꯃꯁꯨꯡ ꯂꯤꯡꯈꯠꯈꯤ꯫ ꯃꯈꯣꯌꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯑꯇꯣꯞꯄꯥ ꯁꯤꯚꯤꯂꯥꯏꯖꯦꯁꯅꯁꯤꯡ꯫
1150,had we sent down upon you a book on paper and they had touched it with their hands those who disbelieve would have said this is nothing but plain magic,ꯑꯩꯈꯣꯌꯅꯥ ꯅꯈꯣꯌꯗꯥ ꯀꯥꯒꯖꯗꯥ ꯂꯥꯏꯔꯤꯛ ꯑꯃꯥ ꯊꯥꯔꯀꯄꯥ ꯇꯥꯔꯕꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯃꯗꯨ ꯃꯈꯣꯌꯒꯤ ꯈꯨꯠꯅꯥ ꯊꯨꯒꯥꯏꯔꯝꯂꯕꯗꯤ ꯊꯥꯖꯗꯕꯁꯤꯡꯅꯥ ꯍꯥꯌꯔꯝꯂꯒꯅꯤ ꯃꯁꯤ ꯄ꯭ꯂꯦꯟ ꯃꯦꯖꯤꯛ ꯅꯠꯇꯅꯥ ꯑꯇꯩ ꯀꯔꯤꯁꯨ ꯅꯠꯇꯦ꯫
1151,and they say why was an angel not sent down to him had we sent down an angel the matter would have been settled and they would not have been reprieved,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤ ꯃꯗꯨꯗꯤ ꯀꯔꯤꯒꯤꯗꯃꯛ ꯃꯍꯥꯛꯀꯤ ꯃꯅꯥꯛꯇꯥ ꯁ꯭ꯕꯔꯒꯗꯨꯠ ꯑꯃꯥ ꯊꯥꯗꯣꯀꯈꯤꯗ꯭ꯔꯤꯕꯅꯣ ꯑꯩꯈꯣꯌꯅꯥ ꯁ꯭ꯕꯔꯒꯗꯨꯠ ꯑꯃꯥ ꯊꯥꯔꯀꯄꯥ ꯇꯥꯔꯕꯗꯤ ꯋꯥꯐꯝ ꯑꯗꯨ ꯂꯣꯏꯁꯤꯅꯈꯤꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯊꯤꯡꯂꯃꯂꯣꯏ꯫
1152,had we made him an angel we would have made him a man and confused them when they are already confused,ꯑꯩꯈꯣꯌꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯁ꯭ꯕꯔꯒꯗꯨꯠ ꯑꯃꯥ ꯑꯣꯏꯔꯝꯂꯕꯗꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯃꯤꯑꯣꯏꯕꯥ ꯑꯃꯥ ꯑꯣꯏꯔꯝꯂꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯕꯨ ꯍꯥꯟꯅꯗꯒꯤ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯔꯝꯂꯒꯅꯤ꯫
1153,if only you could see when they are made to stand before the fire they will say if only we could be sent back and not reject the revelations of our lord and be among the faithful,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯃꯩꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯂꯦꯞꯄꯥ ꯃꯇꯃꯗꯥ ꯎꯕꯥ ꯐꯪꯂꯕꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯒꯅꯤ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯊꯥꯔꯀꯄꯥ ꯉꯝꯂꯕꯗꯤ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌꯒꯤ ꯏꯕꯨꯡꯉꯣꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯤꯕꯁꯤꯡꯕꯨ ꯌꯥꯅꯤꯡꯗꯕꯥ ꯑꯃꯁꯨꯡ ꯊꯥꯖꯕꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯂꯩꯕꯥ ꯉꯝꯂꯕꯗꯤ꯫
1154,and they say there is nothing but our life in this world and we will not be resurrected,ꯑꯗꯨꯒꯥ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤ ꯃꯗꯨꯗꯤ ꯃꯥꯂꯦꯝ ꯑꯁꯤꯗꯥ ꯑꯩꯈꯣꯌꯒꯤ ꯄꯨꯟꯁꯤ ꯅꯠꯇꯕꯥ ꯀꯔꯤꯁꯨ ꯂꯩꯇꯦ ꯑꯃꯁꯨꯡ ꯑꯩꯈꯣꯌ ꯍꯤꯡꯒꯠꯂꯛꯂꯣꯏ꯫
1155,losers are those who deny the encounter with god then when the hour comes upon them suddenly they will say alas for us how we have neglected it and they will carry their burdens on their backsevil is what they carry,ꯃꯥꯏꯊꯤꯕꯥ ꯄꯤꯕꯁꯤꯡꯗꯤ ꯏꯁ꯭ꯕꯔꯒꯥ ꯊꯦꯡꯅꯈꯤꯕꯥ ꯑꯗꯨ ꯌꯥꯗꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯤ ꯑꯗꯨꯗꯒꯤ ꯄꯨꯡꯐꯝ ꯑꯗꯨ ꯃꯈꯣꯌꯗꯥ ꯈꯉꯍꯧꯗꯅꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯒꯅꯤ ꯑꯩꯈꯣꯌꯒꯤꯗꯃꯛ ꯑꯋꯥꯕꯥ ꯑꯁꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯀꯔꯝꯅꯥ ꯌꯦꯡꯁꯤꯅꯈꯤꯕꯒꯦ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯄꯣꯠꯂꯨꯃꯁꯤꯡ ꯑꯗꯨ ꯃꯈꯣꯌꯒꯤ ꯃꯇꯨꯡꯗꯥ ꯄꯨꯗꯨꯅꯥ ꯆꯠꯀꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯃꯈꯣꯌꯅꯥ ꯄꯨꯗꯨꯅꯥ ꯆꯠꯂꯤꯕꯅꯤ꯫
1156,we know that what they say grieves you it is not you they reject but it is gods revelations that the wicked deny,ꯑꯩꯈꯣꯌꯅꯥ ꯈꯉꯏ ꯃꯗꯨꯗꯤ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤꯕꯥ ꯑꯗꯨꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯍꯜꯂꯤ ꯃꯈꯣꯌꯅꯥ ꯌꯥꯗꯕꯥ ꯅꯍꯥꯛ ꯅꯠꯇꯦ ꯑꯗꯨꯕꯨ ꯐꯠꯇꯕꯥ ꯃꯤꯁꯤꯡꯅꯥ ꯌꯥꯗꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯁꯤꯡꯅꯤ꯫
1157,other messengers before you were rejected but they endured rejection and persecution until our help came to them there can be no change to gods words news of the messengers has already reached you,ꯑꯗꯣꯃꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯑꯇꯣꯞꯄꯥ ꯔꯁꯨꯂꯁꯤꯡꯅꯥ ꯌꯥꯗꯈꯤ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌꯅꯥ ꯌꯥꯗꯕꯒꯤ ꯑꯃꯁꯨꯡ ꯂꯥꯟꯅꯥ ꯂꯃꯖꯤꯡꯈꯤꯕꯥ ꯑꯗꯨ ꯑꯩꯈꯣꯌꯒꯤ ꯃꯇꯦꯡꯅꯥ ꯃꯈꯣꯌꯗꯥ ꯂꯥꯀꯄꯥ ꯐꯥꯑꯣꯕꯥ ꯊꯦꯡꯅꯈꯤ ꯏꯁ꯭ꯕꯔꯒꯤ ꯋꯥꯍꯩꯗꯥ ꯑꯍꯣꯡꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯕꯥ ꯌꯥꯔꯣꯏ ꯔꯁꯨꯂꯁꯤꯡꯒꯤ ꯄꯥꯎ ꯑꯁꯤ ꯍꯥꯟꯅꯅꯥ ꯑꯗꯣꯃꯗꯥ ꯌꯧꯔꯛꯂꯦ꯫
1158,and they say if only a sign could come down to him from his lord say god is able to send down a sign but most of them do not know,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯍꯥꯌꯔꯤ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯍꯥꯛꯀꯤ ꯔꯕ꯭ꯕꯇꯒꯤ ꯃꯍꯥꯛꯀꯤ ꯃꯐꯃꯗꯥ ꯈꯨꯗꯝ ꯑꯃꯥ ꯂꯥꯀꯄꯥ ꯉꯝꯂꯕꯗꯤ ꯏꯁ꯭ꯕꯔꯅꯥ ꯈꯨꯗꯝ ꯑꯃꯥ ꯊꯥꯗꯣꯀꯄꯥ ꯉꯝꯃꯤ ꯍꯥꯌꯅꯥ ꯍꯥꯌꯌꯨ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌ ꯑꯌꯥꯝꯕꯅꯥ ꯈꯉꯗꯦ꯫
1159,there is no animal on land nor a bird flying with its wings but are communities like you we neglected nothing in the scripture then to their lord they will be gathered,ꯂꯃꯗꯝ ꯑꯁꯤꯗꯥ ꯁꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯅꯠꯔꯒꯥ ꯃꯁꯥꯒꯤ ꯈꯣꯡꯎꯄꯀꯥ ꯂꯣꯌꯅꯅꯥ ꯎꯔꯤꯕꯥ ꯁꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯑꯗꯨꯕꯨ ꯅꯈꯣꯌꯒꯨꯝꯕꯥ ꯈꯨꯟꯅꯥꯏꯁꯤꯡꯅꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯁꯥꯁ꯭ꯠꯔꯗꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯌꯦꯡꯁꯤꯅꯈꯤꯗꯦ ꯑꯗꯨꯗꯒꯤ ꯃꯈꯣꯌꯒꯤ ꯃꯄꯨꯗꯥ ꯃꯈꯣꯌꯕꯨ ꯄꯨꯅꯁꯤꯅꯒꯅꯤ꯫
1160,those who reject our revelations are deaf and dumb in total darkness whomever god wills he leaves astray and whomever he wills he sets on a straight path,ꯑꯩꯈꯣꯌꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯤꯕꯁꯤꯡꯕꯨ ꯌꯥꯗꯕꯥ ꯃꯤꯁꯤꯡ ꯑꯁꯤ ꯃꯄꯨꯡ ꯐꯥꯅꯥ ꯑꯃꯝꯕꯗꯥ ꯑꯁꯣꯅꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯁꯣꯅꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯤ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯄꯥꯃꯖꯕꯥ ꯈꯨꯗꯤꯡꯃꯀꯄꯨ ꯃꯍꯥꯛꯅꯥ ꯂꯃꯖꯤꯡꯕꯤꯕꯥ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯄꯥꯃꯖꯕꯥ ꯈꯨꯗꯤꯡꯃꯀꯄꯨ ꯑꯆꯨꯝꯕꯥ ꯂꯝꯕꯤꯗꯥ ꯊꯝꯕꯤꯕꯥ꯫
1161,say have you considered if gods punishment came upon you or the hour overtook you would you call upon any other than god if you are sincere,ꯍꯥꯌꯌꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯏꯄꯨꯔꯣꯌꯒꯤ ꯆꯩꯔꯥꯛ ꯅꯉꯣꯟꯗꯥ ꯂꯥꯛꯂꯕꯗꯤ ꯅꯠꯔꯒꯥ ꯄꯨꯡꯐꯝ ꯑꯗꯨꯅꯥ ꯅꯉꯕꯨ ꯂꯥꯛꯂꯕꯗꯤ ꯅꯉꯅꯥ ꯄꯨꯀꯆꯦꯜ ꯁꯦꯡꯅꯥ ꯍꯥꯌꯔꯕꯗꯤ ꯏꯄꯨꯔꯣꯌ ꯅꯠꯇꯕꯥ ꯑꯇꯣꯞꯄꯥ ꯑꯃꯕꯨ ꯀꯧꯔꯛꯀꯅꯤ ꯍꯥꯌꯅꯥ ꯈꯜꯂꯨꯕꯔꯥ꯫
1162,in fact it is him you will call upon and if he wills he will remove what you called him for and you will forget what you idolized,ꯇꯁꯦꯡꯅꯃꯛ ꯃꯍꯥꯀꯄꯨ ꯅꯍꯥꯛꯅꯥ ꯀꯧꯒꯅꯤ ꯑꯃꯁꯨꯡ ꯃꯍꯥꯛꯅꯥ ꯄꯥꯝꯂꯕꯗꯤ ꯅꯍꯥꯛꯅꯥ ꯃꯍꯥꯀꯄꯨ ꯀꯧꯈꯤꯕꯥ ꯑꯗꯨ ꯂꯧꯊꯣꯛꯀꯅꯤ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯅꯥ ꯃꯨꯔꯇꯤ ꯑꯣꯏꯅꯥ ꯂꯧꯈꯤꯕꯥ ꯑꯗꯨ ꯅꯍꯥꯛꯅꯥ ꯀꯥꯑꯣꯒꯅꯤ꯫
1163,we sent messengers to communities before you and we afflicted them with suffering and hardship that they may humble themselves,ꯑꯩꯈꯣꯌꯅꯥ ꯅꯈꯣꯌꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯂꯩꯔꯝꯕꯥ ꯈꯨꯟꯅꯥꯏꯁꯤꯡꯗꯥ ꯄꯥꯎꯃꯤꯁꯤꯡ ꯊꯥꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯅꯥ ꯃꯁꯥꯕꯨ ꯏꯆꯝ ꯆꯝꯕꯥ ꯉꯝꯅꯕꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯑꯋꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯋꯥꯕꯥ ꯀꯌꯥ ꯊꯣꯀꯍꯅꯈꯤ꯫
1164,if only when our calamity came upon them they humbled themselves but their hearts hardened and satan made their deeds appear good to them,ꯀꯔꯤꯒꯨꯝꯕꯥ ꯑꯩꯈꯣꯌꯒꯤ ꯑꯋꯥꯕꯥ ꯑꯁꯤ ꯃꯈꯣꯌꯗꯥ ꯂꯥꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯃꯈꯣꯌꯅꯥ ꯃꯁꯥꯕꯨ ꯏꯆꯝ ꯆꯝꯅꯥ ꯂꯧꯖꯔꯕꯁꯨ ꯃꯈꯣꯌꯒꯤ ꯊꯝꯃꯣꯌ ꯁꯣꯟꯊꯔꯀꯈꯤ ꯑꯃꯁꯨꯡ ꯁꯩꯇꯥꯟꯅꯥ ꯃꯈꯣꯌꯒꯤ ꯊꯕꯀꯁꯤꯡ ꯑꯗꯨ ꯃꯈꯣꯌꯗꯥ ꯑꯐꯕꯥ ꯑꯣꯏꯅꯥ ꯎꯍꯅꯈꯤ꯫
1165,then when they disregarded what they were reminded of we opened for them the gates of all things until when they delighted in what they were given we seized them suddenly and at once they were in despair,ꯑꯗꯨꯗꯒꯤ ꯃꯈꯣꯌꯅꯥ ꯅꯤꯡꯁꯤꯡꯍꯅꯈꯤꯕꯥ ꯑꯗꯨꯕꯨ ꯌꯥꯅꯤꯡꯗꯕꯥ ꯐꯣꯡꯗꯣꯀꯄꯥ ꯃꯇꯃꯗꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯒꯤꯗꯃꯛ ꯄꯣꯠ ꯈꯨꯗꯤꯡꯃꯛꯀꯤ ꯊꯣꯡ ꯍꯥꯡꯗꯣꯀꯈꯤ ꯃꯈꯣꯌꯅꯥ ꯄꯤꯈꯤꯕꯥ ꯑꯗꯨꯗꯥ ꯅꯨꯡꯉꯥꯏꯕꯥ ꯐꯥꯑꯣꯔꯀꯄꯥ ꯐꯥꯑꯣꯕꯥ ꯑꯩꯈꯣꯌꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯈꯉꯍꯧꯗꯅꯥ ꯂꯧꯈꯠꯈꯤ ꯑꯃꯁꯨꯡ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯃꯈꯣꯌꯅꯥ ꯋꯥꯈꯜ ꯅꯨꯡꯉꯥꯏꯇꯕꯥ ꯐꯥꯑꯣꯈꯤ꯫
1166,thus the last remnant of the people who did wrong was cut off and praise be to god lord of the worlds,ꯑꯁꯨꯝꯅꯥ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯈꯤꯕꯥ ꯃꯤꯁꯤꯡꯒꯤ ꯑꯔꯣꯏꯕꯥ ꯑꯔꯦꯝꯕꯁꯤꯡ ꯑꯗꯨ ꯀꯀꯊꯠꯈꯤ ꯑꯃꯁꯨꯡ ꯃꯥꯂꯦꯃꯁꯤꯡꯒꯤ ꯃꯄꯨ ꯏꯁ꯭ꯕꯔꯕꯨ ꯊꯥꯒꯠꯄꯥ ꯐꯣꯡꯗꯣꯀꯆꯔꯤ꯫
1167,say have you considered if god took away your hearing and your sight and set a seal on your hearts what god other than god would restore them to you note how we explain the revelations in various ways yet they still turn away,ꯍꯥꯌꯌꯨ ꯅꯍꯥꯛꯅꯥ ꯈꯟꯊꯕꯤꯔꯃꯒꯅꯤ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯅꯍꯥꯛꯀꯤ ꯇꯥꯕꯥ ꯑꯃꯁꯨꯡ ꯅꯍꯥꯛꯀꯤ ꯃꯤꯠꯌꯦꯡ ꯑꯗꯨ ꯂꯧꯊꯣꯛꯇꯨꯅꯥ ꯅꯍꯥꯛꯀꯤ ꯊꯝꯃꯣꯌꯗꯥ ꯁꯤꯜ ꯑꯃꯥ ꯊꯝꯂꯕꯗꯤ ꯏꯁ꯭ꯕꯔ ꯅꯠꯇꯕꯥ ꯑꯇꯩ ꯀꯔꯤ ꯏꯁ꯭ꯕꯔꯅꯥ ꯅꯍꯥꯀꯄꯨ ꯃꯈꯣꯌꯕꯨ ꯑꯃꯨꯛ ꯍꯟꯅꯥ ꯄꯤꯕꯤꯒꯅꯤ ꯍꯥꯌꯕꯁꯤ ꯑꯩꯈꯣꯌꯅꯥ ꯇꯣꯉꯥꯟ ꯇꯣꯉꯥꯅꯕꯥ ꯃꯑꯣꯡꯗꯥ ꯐꯣꯡꯗꯣꯀꯄꯤꯔꯀꯄꯁꯤꯡ ꯑꯗꯨ ꯀꯔꯝꯅꯥ ꯁꯟꯗꯣꯛꯅꯥ ꯇꯥꯀꯄꯒꯦ ꯍꯥꯌꯕꯗꯨ ꯌꯦꯡꯕꯤꯌꯨ ꯑꯗꯨꯕꯨ ꯃꯈꯣꯌ ꯍꯧꯖꯤꯀꯁꯨ ꯂꯥꯄꯊꯣꯛꯂꯤ꯫
1168,say have you considered if gods punishment descended on you suddenly or gradually would any be destroyed except the wrongdoing people,ꯍꯥꯌꯌꯨ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯏꯁ꯭ꯕꯔꯒꯤ ꯆꯩꯔꯥꯛ ꯑꯁꯤ ꯅꯍꯥꯛꯀꯤ ꯃꯊꯛꯇꯥ ꯈꯉꯍꯧꯗꯅꯥ ꯅꯠꯔꯒꯥ ꯇꯞꯅꯥ ꯇꯞꯅꯥ ꯂꯥꯀꯈꯤꯕꯥ ꯑꯣꯏꯔꯕꯗꯤ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯅꯠꯇꯅꯥ ꯀꯅꯥꯒꯨꯝꯕꯥ ꯑꯃꯠꯇꯥ ꯃꯥꯡꯍꯅꯕꯥ ꯉꯃꯒꯅꯤ ꯍꯥꯌꯅꯥ ꯅꯍꯥꯛꯅꯥ ꯈꯟꯗꯨꯅꯥ ꯂꯩꯕ꯭ꯔꯥ꯫
1169,we sent the messengers only as bearers of good news and as warners those who believe and reform have nothing to fear nor shall they grieve,ꯑꯩꯈꯣꯌꯅꯥ ꯄꯥꯎꯈꯣꯜꯂꯣꯏꯁꯤꯡꯕꯨ ꯑꯐꯕꯥ ꯄꯥꯎ ꯄꯨꯕꯥ ꯑꯃꯁꯨꯡ ꯆꯦꯀꯁꯤꯅꯋꯥ ꯑꯣꯏꯅꯥ ꯈꯛꯇꯃꯛ ꯊꯥꯔꯀꯈꯤ ꯊꯥꯖꯕꯥ ꯑꯃꯁꯨꯡ ꯑꯍꯣꯡꯕꯥ ꯄꯨꯔꯀꯄꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯅꯥ ꯑꯀꯤꯕꯥ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦ ꯑꯃꯁꯨꯡ ꯁꯣꯀꯄꯥ ꯌꯥꯔꯣꯏ꯫
1170,but as for those who reject our revelations torment will afflict them because of their defiance,ꯑꯗꯨꯕꯨ ꯑꯩꯈꯣꯌꯒꯤ ꯐꯣꯡꯗꯣꯀꯄꯤꯕꯁꯤꯡꯕꯨ ꯌꯥꯅꯤꯡꯗꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯒꯤ ꯑꯣꯏꯅꯗꯤ ꯃꯈꯣꯌꯒꯤ ꯋꯥꯌꯦꯜ ꯌꯥꯊꯪꯅꯥ ꯃꯔꯝ ꯑꯣꯏꯗꯨꯅꯥ ꯑꯋꯥꯕꯥ ꯄꯤꯒꯅꯤ꯫
1171,say i do not say to you that i possess the treasuries of god nor do i know the future nor do i say to you that i am an angel i only follow what is inspired to me say are the blind and the seeing alike do you not think,ꯍꯥꯌꯌꯨ ꯑꯩꯅꯥ ꯅꯉꯣꯟꯗꯥ ꯍꯥꯌꯔꯤꯕꯁꯤ ꯑꯩꯅꯥ ꯏꯄꯨꯔꯣꯌꯒꯤ ꯂꯟ-ꯊꯨꯃꯁꯤꯡ ꯂꯩꯖꯩ ꯅꯠꯔꯒꯥ ꯑꯩꯅꯥ ꯇꯨꯡꯒꯤ ꯋꯥꯐꯝ ꯈꯉꯗꯦ ꯅꯠꯔꯒꯥ ꯑꯩꯅꯥ ꯅꯉꯣꯟꯗꯥ ꯍꯥꯌꯗꯦ ꯑꯩꯅꯥ ꯁ꯭ꯕꯔꯒꯗꯨꯠ ꯑꯃꯅꯤ ꯑꯩꯅꯥ ꯑꯩꯉꯣꯟꯗꯥ ꯏꯄꯨꯔꯣꯌꯅꯥ ꯊꯧꯖꯥꯜ ꯄꯤꯕꯤꯕꯥ ꯑꯗꯨ ꯈꯛꯇꯥ ꯇꯨꯡ ꯏꯟꯗꯨꯅꯥ ꯆꯠꯂꯤ ꯍꯥꯌꯌꯨ ꯃꯃꯤꯠ ꯇꯥꯡꯕꯥ ꯑꯃꯁꯨꯡ ꯎꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡ ꯑꯗꯨꯒꯥ ꯃꯥꯟꯅꯩ ꯍꯥꯌꯕꯁꯤ ꯅꯉꯅꯥ ꯇꯧꯗꯦ꯫ ꯈꯟꯕ
1172,and warn with it those who fear to be gathered before their lordthey have no protector or intercessor apart from himperhaps they will grow in piety,ꯑꯃꯁꯨꯡ ꯃꯁꯤꯒꯥ ꯂꯣꯌꯅꯅꯥ ꯆꯦꯀꯁꯤꯅꯕꯤꯌꯨ ꯃꯈꯣꯌꯒꯤ ꯄ꯭ꯔꯚꯨꯒꯤ ꯃꯃꯥꯡꯗꯥ ꯄꯨꯅꯁꯤꯅꯕꯥ ꯀꯤꯕꯁꯤꯡꯗꯥꯃꯈꯣꯌꯅꯥ ꯍꯤꯝꯄꯥꯔ ꯅꯠꯇꯅꯥ ꯉꯥꯀꯄꯤꯕꯥ ꯅꯠꯔꯒꯥ ꯊꯧꯒꯜ ꯇꯧꯕꯥ ꯃꯤꯑꯣꯏ ꯑꯃꯠꯇꯥ ꯂꯩꯇꯦꯃꯈꯣꯌꯅꯥ ꯏꯁ꯭ꯕꯔꯕꯨ ꯊꯥꯖꯕꯥ ꯍꯦꯅꯒꯠꯂꯛꯀꯅꯤ꯫
1173,and do not drive away those who call upon their lord morning and evening seeking his attention you are not accountable for them in any way nor are they accountable for you in any way if you drive them away you would be one of the unjust,ꯑꯃꯁꯨꯡ ꯃꯈꯣꯌꯒꯤ ꯔꯕ꯭ꯕꯇꯥ ꯑꯌꯨꯛ-ꯅꯨꯡꯊꯤꯂꯗꯥ ꯃꯍꯥꯛꯀꯤ ꯄꯨꯛꯅꯤꯡ ꯆꯤꯡꯁꯤꯟꯗꯨꯅꯥ ꯀꯧꯔꯤꯕꯥ ꯃꯤꯑꯣꯏꯁꯤꯡꯕꯨ ꯂꯧꯊꯣꯀꯄꯤꯒꯅꯨ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯒꯤꯗꯃꯛ ꯃꯑꯣꯡ ꯑꯃꯠꯇꯗꯥ ꯍꯤꯁꯥꯕ ꯇꯧꯔꯣꯏ ꯅꯠꯔꯒꯥ ꯃꯈꯣꯌꯅꯥ ꯅꯍꯥꯛꯀꯤꯗꯃꯛꯇꯥ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯃꯑꯣꯡ ꯑꯃꯠꯇꯗꯥ ꯍꯤꯁꯥꯕ ꯇꯧꯔꯣꯏ ꯀꯔꯤꯒꯨꯝꯕꯥ ꯅꯍꯥꯛꯅꯥ ꯃꯈꯣꯌꯕꯨ ꯂꯧꯊꯣꯀꯄꯤꯔꯕꯗꯤ ꯅꯍꯥꯛ ꯑꯔꯥꯅꯕꯥ ꯇꯧꯕꯁꯤꯡꯒꯤ ꯃꯔꯛꯇꯥ ꯑꯃꯥ ꯑꯣꯏꯒꯅꯤ꯫
